"DataMessageGUID","SensorID","Sensor Name","Date","Value","Formatted Value","Battery","Raw Data","Sensor State","GatewayID","Alert Sent","Signal Strength","Voltage"
"50cc46df-f9f6-4f03-81b5-60f44153899d","814111","Vibration Meter 1","11/19/2022 5:50 AM","0.4","X-Axis 0.4 mm/s 13 Hz, Y-Axis 0.6 mm/s 11 Hz, Z-Axis 0.5 mm/s 10 Hz, Duty Cycle 100 %","100","0.4|0.6|0.5|13|11|10|100|2","2","964010","False","100","2.96"
"7a9f24a4-cfaf-4cec-8234-24c233de6296","814111","Vibration Meter 1","11/19/2022 5:40 AM","0.5","X-Axis 0.5 mm/s 14 Hz, Y-Axis 0.6 mm/s 10 Hz, Z-Axis 0.5 mm/s 11 Hz, Duty Cycle 100 %","100","0.5|0.6|0.5|14|10|11|100|2","2","964010","False","100","2.96"
"19e8f310-8e71-4219-acad-f0cfd3bf90c5","814111","Vibration Meter 1","11/19/2022 5:30 AM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.6 mm/s 12 Hz, Z-Axis 0.5 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.6|0.5|12|12|13|100|2","2","964010","False","100","2.95"
"c8dc985c-5f8b-4abf-9816-fc22abb43cb9","814111","Vibration Meter 1","11/19/2022 5:20 AM","0.5","X-Axis 0.5 mm/s 14 Hz, Y-Axis 0.6 mm/s 10 Hz, Z-Axis 0.5 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.6|0.5|14|10|12|100|2","2","964010","False","100","2.96"
"0067fdc2-8c37-4795-ae08-ddf0566bc27d","814111","Vibration Meter 1","11/19/2022 5:10 AM","0.5","X-Axis 0.5 mm/s 15 Hz, Y-Axis 0.6 mm/s 14 Hz, Z-Axis 0.5 mm/s 15 Hz, Duty Cycle 100 %","100","0.5|0.6|0.5|15|14|15|100|2","2","964010","False","100","2.92"
"471b4e6f-23a5-4566-b535-7b988096abcd","814111","Vibration Meter 1","11/19/2022 5:00 AM","0.5","X-Axis 0.5 mm/s 11 Hz, Y-Axis 0.7 mm/s 10 Hz, Z-Axis 0.6 mm/s 11 Hz, Duty Cycle 100 %","100","0.5|0.7|0.6|11|10|11|100|2","2","964010","False","100","2.95"
"b53aa5a8-4433-4094-b8fd-35967a6668fa","814111","Vibration Meter 1","11/18/2022 7:50 PM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.8 mm/s 11 Hz, Z-Axis 0.6 mm/s 14 Hz, Duty Cycle 100 %","100","0.5|0.8|0.6|13|11|14|100|2","2","964010","False","100","2.96"
"d1778d42-a721-46a5-8ca6-0fd73e7af253","814111","Vibration Meter 1","11/18/2022 7:40 PM","0.5","X-Axis 0.5 mm/s 11 Hz, Y-Axis 0.8 mm/s 10 Hz, Z-Axis 0.5 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.8|0.5|11|10|13|100|2","2","964010","False","100","2.96"
"d3ade6e8-f2ab-4804-82b3-8ed0d79a2495","814111","Vibration Meter 1","11/18/2022 7:30 PM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.8 mm/s 11 Hz, Z-Axis 0.6 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.8|0.6|12|11|12|100|2","2","964010","False","100","2.96"
"6732aa8c-0b40-47c5-b853-f9bd36416340","814111","Vibration Meter 1","11/18/2022 7:20 PM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.7 mm/s 15 Hz, Z-Axis 0.5 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|13|15|13|100|2","2","964010","False","100","2.96"
"2d414498-cf5d-4d55-849c-01c426d4ac22","814111","Vibration Meter 1","11/18/2022 7:10 PM","0.5","X-Axis 0.5 mm/s 14 Hz, Y-Axis 0.8 mm/s 14 Hz, Z-Axis 0.6 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.8|0.6|14|14|12|100|2","2","964010","False","100","2.96"
"04c172bd-f64e-4d10-a621-ba7e1b95e0ac","814111","Vibration Meter 1","11/18/2022 7:00 PM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.7 mm/s 11 Hz, Z-Axis 0.6 mm/s 14 Hz, Duty Cycle 100 %","100","0.5|0.7|0.6|12|11|14|100|2","2","964010","False","100","2.96"
"aace6208-32bc-4879-a483-cf20d5e7d2de","814111","Vibration Meter 1","11/18/2022 6:50 PM","0.5","X-Axis 0.5 mm/s 14 Hz, Y-Axis 0.7 mm/s 16 Hz, Z-Axis 0.5 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|14|16|12|100|2","2","964010","False","100","2.96"
"ef43aaa6-409c-4001-8053-8e91c720d680","814111","Vibration Meter 1","11/18/2022 6:40 PM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.9 mm/s 11 Hz, Z-Axis 0.6 mm/s 14 Hz, Duty Cycle 100 %","100","0.5|0.9|0.6|12|11|14|100|2","2","964010","False","100","2.96"
"2a33075b-6fc8-4b71-befd-24a1cd1b9a4a","814111","Vibration Meter 1","11/18/2022 6:30 PM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.7 mm/s 12 Hz, Z-Axis 0.6 mm/s 11 Hz, Duty Cycle 100 %","100","0.5|0.7|0.6|12|12|11|100|2","2","964010","False","99","2.96"
"e7103425-bf4c-42f7-b0a2-7a6e5d660edb","814111","Vibration Meter 1","11/18/2022 6:20 PM","0.5","X-Axis 0.5 mm/s 15 Hz, Y-Axis 0.7 mm/s 15 Hz, Z-Axis 0.6 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.7|0.6|15|15|12|100|2","2","964010","False","97","2.96"
"418d1213-7081-46e2-b6a9-fb63bc1827d7","814111","Vibration Meter 1","11/18/2022 6:10 PM","0.5","X-Axis 0.5 mm/s 10 Hz, Y-Axis 0.9 mm/s 13 Hz, Z-Axis 0.6 mm/s 14 Hz, Duty Cycle 100 %","100","0.5|0.9|0.6|10|13|14|100|2","2","964010","False","100","2.96"
"37d8f783-32e9-44b3-afcb-e6237a990f2c","814111","Vibration Meter 1","11/18/2022 6:00 PM","0.7","X-Axis 0.7 mm/s 12 Hz, Y-Axis 1.6 mm/s 12 Hz, Z-Axis 0.8 mm/s 12 Hz, Duty Cycle 100 %","100","0.7|1.6|0.8|12|12|12|100|2","2","964010","False","100","2.96"
"14a4f795-2064-4b8b-9e31-df6129c1d5f5","814111","Vibration Meter 1","11/18/2022 5:50 PM","0.6","X-Axis 0.6 mm/s 13 Hz, Y-Axis 1.1 mm/s 11 Hz, Z-Axis 0.7 mm/s 12 Hz, Duty Cycle 100 %","100","0.6|1.1|0.7|13|11|12|100|2","2","964010","False","100","2.96"
"a054d59d-a28a-4ee6-8bf6-6957c676bb82","814111","Vibration Meter 1","11/18/2022 5:40 PM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.8 mm/s 11 Hz, Z-Axis 0.6 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.8|0.6|13|11|12|100|2","2","964010","False","100","2.96"
"338f033e-3f40-47cd-958c-db1b68ef435e","814111","Vibration Meter 1","11/18/2022 5:30 PM","0.6","X-Axis 0.6 mm/s 15 Hz, Y-Axis 0.9 mm/s 12 Hz, Z-Axis 0.7 mm/s 13 Hz, Duty Cycle 100 %","100","0.6|0.9|0.7|15|12|13|100|2","2","964010","False","100","2.96"
"1557615f-3213-423a-ae6d-9e8deeeb51d0","814111","Vibration Meter 1","11/18/2022 5:20 PM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.7 mm/s 13 Hz, Z-Axis 0.5 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|13|13|13|100|2","2","964010","False","100","2.96"
"847cce32-c243-4790-a871-9304e5bce3c2","814111","Vibration Meter 1","11/18/2022 5:10 PM","0.5","X-Axis 0.5 mm/s 11 Hz, Y-Axis 0.9 mm/s 13 Hz, Z-Axis 0.6 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.9|0.6|11|13|12|100|2","2","964010","False","100","2.96"
"8bfb0419-9ff5-49d0-8bd4-e1d615bb0d7b","814111","Vibration Meter 1","11/18/2022 5:00 PM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.9 mm/s 14 Hz, Z-Axis 0.6 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.9|0.6|12|14|12|100|2","2","964010","False","100","2.96"
"3e58724e-d858-4bcc-9b5e-864160559fb1","814111","Vibration Meter 1","11/18/2022 4:50 PM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.9 mm/s 13 Hz, Z-Axis 0.7 mm/s 15 Hz, Duty Cycle 100 %","100","0.5|0.9|0.7|13|13|15|100|2","2","964010","False","100","2.96"
"26c9e6fb-6d78-458f-a44b-d9f0e685ce4f","814111","Vibration Meter 1","11/18/2022 4:40 PM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.9 mm/s 12 Hz, Z-Axis 0.5 mm/s 15 Hz, Duty Cycle 100 %","100","0.5|0.9|0.5|13|12|15|100|2","2","964010","False","100","2.96"
"fd73d6bd-0c6d-4e5a-9877-14356ab0f8e2","814111","Vibration Meter 1","11/18/2022 4:30 PM","0.5","X-Axis 0.5 mm/s 14 Hz, Y-Axis 0.8 mm/s 10 Hz, Z-Axis 0.6 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.8|0.6|14|10|13|100|2","2","964010","False","100","2.96"
"c08d637c-5e2f-4612-a33d-076a1099ca45","814111","Vibration Meter 1","11/18/2022 4:20 PM","0.5","X-Axis 0.5 mm/s 10 Hz, Y-Axis 1 mm/s 11 Hz, Z-Axis 0.6 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|1|0.6|10|11|12|100|2","2","964010","False","100","2.96"
"1dede5fd-645c-4781-95f6-3edb199eb7ed","814111","Vibration Meter 1","11/18/2022 4:10 PM","0.6","X-Axis 0.6 mm/s 16 Hz, Y-Axis 0.9 mm/s 13 Hz, Z-Axis 0.6 mm/s 12 Hz, Duty Cycle 100 %","100","0.6|0.9|0.6|16|13|12|100|2","2","964010","False","100","2.96"
"d4b9e1a3-85c9-4fba-83e8-3dfeebf750a9","814111","Vibration Meter 1","11/18/2022 4:00 PM","0.7","X-Axis 0.7 mm/s 12 Hz, Y-Axis 1.7 mm/s 13 Hz, Z-Axis 0.9 mm/s 13 Hz, Duty Cycle 100 %","100","0.7|1.7|0.9|12|13|13|100|2","2","964010","False","100","2.96"
"0ff2b16f-7077-4b0c-abcf-f838102aa40b","814111","Vibration Meter 1","11/18/2022 3:50 PM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.9 mm/s 12 Hz, Z-Axis 0.6 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.9|0.6|13|12|13|100|2","2","964010","False","100","2.96"
"1f8b163d-1f00-43bd-be0d-e5343ce5b838","814111","Vibration Meter 1","11/18/2022 3:40 PM","0.5","X-Axis 0.5 mm/s 11 Hz, Y-Axis 0.7 mm/s 14 Hz, Z-Axis 0.6 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.7|0.6|11|14|12|100|2","2","964010","False","100","2.96"
"09b4976e-44e6-4865-af02-ebe62b2c2fa4","814111","Vibration Meter 1","11/18/2022 3:30 PM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.7 mm/s 13 Hz, Z-Axis 0.6 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.7|0.6|13|13|13|100|2","2","964010","False","100","2.96"
"efb74ada-5318-4318-94a4-a3609ff0896a","814111","Vibration Meter 1","11/18/2022 3:20 PM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.7 mm/s 11 Hz, Z-Axis 0.6 mm/s 15 Hz, Duty Cycle 100 %","100","0.5|0.7|0.6|12|11|15|100|2","2","964010","False","100","2.96"
"514c7f3a-2dda-4f57-8c58-aacf4ce46e79","814111","Vibration Meter 1","11/18/2022 3:10 PM","0.6","X-Axis 0.6 mm/s 13 Hz, Y-Axis 1 mm/s 11 Hz, Z-Axis 0.7 mm/s 16 Hz, Duty Cycle 100 %","100","0.6|1|0.7|13|11|16|100|2","2","964010","False","100","2.96"
"d66a0470-b5f4-42f0-8258-d1e2ece42bbe","814111","Vibration Meter 1","11/18/2022 3:00 PM","0.6","X-Axis 0.6 mm/s 12 Hz, Y-Axis 1.3 mm/s 13 Hz, Z-Axis 0.8 mm/s 13 Hz, Duty Cycle 100 %","100","0.6|1.3|0.8|12|13|13|100|2","2","964010","False","100","2.96"
"c6274223-af89-4de0-aabc-93cba8fd7425","814111","Vibration Meter 1","11/18/2022 2:50 PM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.8 mm/s 13 Hz, Z-Axis 0.5 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.8|0.5|13|13|12|100|2","2","964010","False","100","2.96"
"dda77fdb-3ab5-45d8-afcf-78f14a064b78","814111","Vibration Meter 1","11/18/2022 2:40 PM","0.5","X-Axis 0.5 mm/s 15 Hz, Y-Axis 0.7 mm/s 11 Hz, Z-Axis 0.6 mm/s 10 Hz, Duty Cycle 100 %","100","0.5|0.7|0.6|15|11|10|100|2","2","964010","False","100","2.96"
"f46676e8-9cf1-4c71-bba2-52878965be4d","814111","Vibration Meter 1","11/18/2022 2:30 PM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.7 mm/s 11 Hz, Z-Axis 0.5 mm/s 10 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|13|11|10|100|2","2","964010","False","100","2.97"
"95ee74b5-bc99-47ca-9b7a-f90f599a4305","814111","Vibration Meter 1","11/18/2022 2:20 PM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.9 mm/s 13 Hz, Z-Axis 0.6 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.9|0.6|12|13|12|100|2","2","964010","False","100","2.96"
"327f3393-c9a5-4138-999d-8f69842160cc","814111","Vibration Meter 1","11/18/2022 2:10 PM","0.6","X-Axis 0.6 mm/s 12 Hz, Y-Axis 1.7 mm/s 12 Hz, Z-Axis 0.8 mm/s 13 Hz, Duty Cycle 100 %","100","0.6|1.7|0.8|12|12|13|100|2","2","964010","False","100","2.96"
"2af66190-1569-41bb-a70d-6ceb7f315187","814111","Vibration Meter 1","11/18/2022 2:00 PM","0.6","X-Axis 0.6 mm/s 13 Hz, Y-Axis 1.2 mm/s 12 Hz, Z-Axis 0.7 mm/s 12 Hz, Duty Cycle 100 %","100","0.6|1.2|0.7|13|12|12|100|2","2","964010","False","100","2.96"
"f0ba1ed7-6a21-493e-ab2f-f8ab90a3c8ef","814111","Vibration Meter 1","11/18/2022 1:50 PM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.8 mm/s 12 Hz, Z-Axis 0.6 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.8|0.6|12|12|13|100|2","2","964010","False","100","2.97"
"7fc95310-e652-4725-bfb9-4cea94189941","814111","Vibration Meter 1","11/18/2022 1:40 PM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.7 mm/s 12 Hz, Z-Axis 0.6 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.7|0.6|13|12|13|100|2","2","964010","False","100","2.96"
"14125044-8e05-498a-aabe-205e8271bdab","814111","Vibration Meter 1","11/18/2022 1:30 PM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.8 mm/s 12 Hz, Z-Axis 0.6 mm/s 14 Hz, Duty Cycle 100 %","100","0.5|0.8|0.6|12|12|14|100|2","2","964010","False","100","2.96"
"fff64fc2-7ac5-4cb8-bf4e-435b35b23b0f","814111","Vibration Meter 1","11/18/2022 1:20 PM","0.5","X-Axis 0.5 mm/s 16 Hz, Y-Axis 0.7 mm/s 11 Hz, Z-Axis 0.5 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|16|11|12|100|2","2","964010","False","100","2.96"
"d6e07a4c-9e20-4145-88b1-24b6ab0f1d4e","814111","Vibration Meter 1","11/18/2022 1:10 PM","0.6","X-Axis 0.6 mm/s 13 Hz, Y-Axis 1.2 mm/s 14 Hz, Z-Axis 0.7 mm/s 13 Hz, Duty Cycle 100 %","100","0.6|1.2|0.7|13|14|13|100|2","2","964010","False","100","2.97"
"bed79b66-e208-4683-bcba-884ae5075fc5","814111","Vibration Meter 1","11/18/2022 1:00 PM","0.6","X-Axis 0.6 mm/s 14 Hz, Y-Axis 1.2 mm/s 13 Hz, Z-Axis 0.7 mm/s 13 Hz, Duty Cycle 100 %","100","0.6|1.2|0.7|14|13|13|100|2","2","964010","False","98","2.96"
"6400e985-655f-43b5-91f6-17c92dcab01d","814111","Vibration Meter 1","11/18/2022 12:50 PM","0.5","X-Axis 0.5 mm/s 16 Hz, Y-Axis 0.8 mm/s 12 Hz, Z-Axis 0.6 mm/s 15 Hz, Duty Cycle 100 %","100","0.5|0.8|0.6|16|12|15|100|2","2","964010","False","96","2.96"
"cf50bb09-4c39-4722-ac65-1419da92b510","814111","Vibration Meter 1","11/18/2022 12:40 PM","0.5","X-Axis 0.5 mm/s 14 Hz, Y-Axis 0.8 mm/s 14 Hz, Z-Axis 0.6 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.8|0.6|14|14|12|100|2","2","964010","False","94","2.96"
"c18c16f0-589a-4e0a-82b0-0c2ccb63e2c2","814111","Vibration Meter 1","11/18/2022 12:30 PM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.7 mm/s 15 Hz, Z-Axis 0.6 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.7|0.6|12|15|13|100|2","2","964010","False","98","2.96"
"e731ed20-7601-4733-9fa1-b363835aaf20","814111","Vibration Meter 1","11/18/2022 12:20 PM","0.5","X-Axis 0.5 mm/s 14 Hz, Y-Axis 0.9 mm/s 13 Hz, Z-Axis 0.7 mm/s 11 Hz, Duty Cycle 100 %","100","0.5|0.9|0.7|14|13|11|100|2","2","964010","False","98","2.96"
"1adc4e7c-78bb-4aef-8890-a38519f784f6","814111","Vibration Meter 1","11/18/2022 12:10 PM","0.6","X-Axis 0.6 mm/s 12 Hz, Y-Axis 1.4 mm/s 12 Hz, Z-Axis 0.7 mm/s 13 Hz, Duty Cycle 100 %","100","0.6|1.4|0.7|12|12|13|100|2","2","964010","False","95","2.97"
"719a93e4-db33-49d1-b4a5-80297aae16ec","814111","Vibration Meter 1","11/18/2022 12:00 PM","0.6","X-Axis 0.6 mm/s 13 Hz, Y-Axis 1.3 mm/s 12 Hz, Z-Axis 0.7 mm/s 12 Hz, Duty Cycle 100 %","100","0.6|1.3|0.7|13|12|12|100|2","2","964010","False","100","2.96"
"f4ba80f6-16c8-4682-82ed-ca00986c695d","814111","Vibration Meter 1","11/18/2022 11:50 AM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.9 mm/s 15 Hz, Z-Axis 0.6 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.9|0.6|12|15|13|100|2","2","964010","False","98","2.96"
"6b964e39-fb9c-4a1f-9fea-2390713ce54c","814111","Vibration Meter 1","11/18/2022 11:40 AM","0.5","X-Axis 0.5 mm/s 11 Hz, Y-Axis 0.8 mm/s 12 Hz, Z-Axis 0.6 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.8|0.6|11|12|12|100|2","2","964010","False","100","2.96"
"8bf3f42f-1819-4844-8051-51a6b98cb934","814111","Vibration Meter 1","11/18/2022 11:30 AM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.7 mm/s 13 Hz, Z-Axis 0.5 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|13|13|13|100|2","2","964010","False","98","2.96"
"82f512f9-4299-4e06-9b2e-1846b39c2634","814111","Vibration Meter 1","11/18/2022 11:20 AM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.9 mm/s 13 Hz, Z-Axis 0.6 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.9|0.6|12|13|13|100|2","2","964010","False","100","2.96"
"73da19d4-0250-4cb5-bd84-61bb851ddfeb","814111","Vibration Meter 1","11/18/2022 11:10 AM","0.6","X-Axis 0.6 mm/s 11 Hz, Y-Axis 1.6 mm/s 10 Hz, Z-Axis 0.8 mm/s 12 Hz, Duty Cycle 100 %","100","0.6|1.6|0.8|11|10|12|100|2","2","964010","False","97","2.97"
"a4b7ab74-91be-4cec-9aa1-3a0d159d88f3","814111","Vibration Meter 1","11/18/2022 11:00 AM","0.6","X-Axis 0.6 mm/s 10 Hz, Y-Axis 1.3 mm/s 12 Hz, Z-Axis 0.7 mm/s 13 Hz, Duty Cycle 100 %","100","0.6|1.3|0.7|10|12|13|100|2","2","964010","False","100","2.96"
"dc0930d8-c985-4b4f-98f5-1a2e9b54a5c9","814111","Vibration Meter 1","11/18/2022 10:50 AM","0.5","X-Axis 0.5 mm/s 15 Hz, Y-Axis 0.7 mm/s 13 Hz, Z-Axis 0.5 mm/s 16 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|15|13|16|100|2","2","964010","False","100","2.96"
"88eab419-fd06-43e7-a183-742e56425a62","814111","Vibration Meter 1","11/18/2022 10:40 AM","0.5","X-Axis 0.5 mm/s 14 Hz, Y-Axis 0.7 mm/s 13 Hz, Z-Axis 0.6 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.7|0.6|14|13|13|100|2","2","964010","False","100","2.96"
"045b0789-bc6a-4528-9932-768bbe05dd16","814111","Vibration Meter 1","11/18/2022 10:30 AM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.7 mm/s 11 Hz, Z-Axis 0.6 mm/s 17 Hz, Duty Cycle 100 %","100","0.5|0.7|0.6|13|11|17|100|2","2","964010","False","100","2.96"
"84c9a63a-f703-4df5-a08f-dbfc69dec64f","814111","Vibration Meter 1","11/18/2022 10:20 AM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.7 mm/s 11 Hz, Z-Axis 0.5 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|13|11|13|100|2","2","964010","False","97","2.96"
"f6a83cd3-cd58-4ba6-b239-6788e8851bde","814111","Vibration Meter 1","11/18/2022 10:10 AM","0.5","X-Axis 0.5 mm/s 15 Hz, Y-Axis 0.8 mm/s 11 Hz, Z-Axis 0.6 mm/s 11 Hz, Duty Cycle 100 %","100","0.5|0.8|0.6|15|11|11|100|2","2","964010","False","95","2.96"
